id,num_rooms,location_quality,star_rating,review_score,occupancy_rate,amenities_score,business_facilities,leisure_facilities,distance_to_city_center,average_daily_rate,city,hotel_chain,month,season,number_of_bookings,revPAR,average_length_of_stay,competitors_average_price,transport_accessibility_score,customer_satisfaction_index,cancellation_rate
2476,93,Excellent,2,1.09,2.40,3,1,0,2.57,95.76,Miami,Hyatt,11,Fall,59,2.30,2.22,130.49,3.72,86.10,0.07
2477,131,Good,1,4.71,84.37,4,1,0,5.26,92.81,Chicago,InterContinental,6,Summer,63,78.31,3.78,92.43,7.13,89.89,0.09
2478,146,Average,4,3.41,53.14,5,1,1,4.27,104.37,Chicago,InterContinental,3,Spring,81,55.47,3.56,106.93,7.63,80.42,0.06
2479,95,Average,2,2.44,54.89,2,1,1,4.67,103.38,Miami,Hilton,9,Fall,65,56.75,3.10,103.22,3.66,99.32,0.08
2480,74,Excellent,1,3.06,61.79,2,0,0,9.69,81.27,San Francisco,InterContinental,5,Spring,60,50.21,1.58,49.93,8.04,80.00,0.03
2481,176,Good,3,1.22,12.56,3,1,1,6.09,82.29,New York,Hilton,12,Winter,52,10.33,3.28,65.34,5.61,72.32,0.06
2482,77,Average,4,4.01,82.93,5,1,1,6.91,120.06,Los Angeles,Hyatt,11,Fall,66,99.56,1.00,147.04,3.54,80.16,0.15
2483,127,Good,2,3.13,37.06,2,1,0,4.93,96.82,Chicago,Hilton,11,Fall,66,35.88,2.13,67.54,3.77,84.67,0.03
2484,77,Good,2,3.42,55.99,4,1,0,6.38,102.40,Los Angeles,Marriott,10,Fall,50,57.33,4.66,146.01,2.67,92.25,0.02
2485,67,Good,4,2.56,75.32,1,1,1,6.36,94.24,San Francisco,Marriott,5,Spring,48,70.98,3.66,62.59,9.21,77.81,0.08
2486,152,Good,3,4.78,42.49,3,0,1,2.79,94.96,New York,Marriott,6,Summer,68,40.35,2.45,123.77,6.06,74.39,0.10
2487,190,Average,3,2.84,59.55,1,0,0,5.74,84.97,Chicago,Hilton,8,Summer,67,50.59,4.89,87.02,1.56,92.53,0.16
2488,71,Excellent,5,2.57,67.19,4,1,0,2.08,104.59,Miami,Sheraton,3,Spring,54,70.28,3.03,98.46,9.19,90.38,0.18
2489,151,Good,4,2.98,47.20,2,1,0,2.58,83.81,Miami,Hilton,11,Fall,72,39.56,1.11,70.50,1.26,78.32,0.05
2490,233,Average,1,2.98,52.60,2,0,0,6.82,77.56,San Francisco,Marriott,6,Summer,55,40.80,3.39,72.98,3.71,79.02,0.11
2491,151,Poor,4,4.73,32.79,4,1,0,-0.59,73.42,New York,Marriott,5,Spring,65,24.07,1.57,70.27,5.66,90.48,0.11
2492,120,Good,2,1.16,46.71,1,1,1,4.53,98.87,Chicago,InterContinental,9,Fall,69,46.18,3.53,95.19,3.05,71.38,0.04
2493,78,Poor,3,3.55,68.13,2,1,1,8.44,95.46,Los Angeles,Hilton,8,Summer,71,65.03,4.36,98.73,4.93,82.19,0.01
2494,109,Good,3,4.01,41.20,3,1,0,3.82,91.94,Chicago,InterContinental,1,Winter,60,37.88,2.33,87.23,3.09,75.74,0.10
2495,53,Good,1,3.60,68.62,2,1,0,3.96,96.02,Miami,InterContinental,7,Summer,65,65.88,3.87,111.20,9.19,75.74,0.20
2496,156,Average,3,3.10,79.06,3,1,0,3.51,85.51,Chicago,InterContinental,11,Fall,63,67.60,3.21,67.62,6.83,74.33,0.05
2497,84,Average,2,4.32,69.30,4,1,1,4.38,105.26,Miami,InterContinental,6,Summer,47,72.95,2.49,88.38,7.56,77.95,0.02
2498,84,Average,5,3.08,63.41,4,1,0,4.40,86.55,New York,Hilton,2,Winter,57,54.88,1.80,58.85,3.99,99.56,0.17
2499,125,Good,2,3.07,51.84,3,1,0,1.66,89.15,Chicago,Hyatt,4,Spring,57,46.22,3.08,112.17,3.14,93.00,0.08
2500,132,Good,2,2.43,60.24,3,1,1,6.44,115.10,San Francisco,Hyatt,1,Winter,55,69.33,3.79,117.23,4.10,96.55,0.16
2501,159,Good,3,1.00,30.75,3,1,0,6.03,83.54,New York,Hyatt,4,Spring,64,25.69,3.54,122.02,3.30,90.13,0.10
2502,182,Good,4,4.51,57.08,2,1,0,1.16,103.00,San Francisco,InterContinental,11,Fall,50,58.80,5.44,96.43,9.76,90.54,0.09
2503,143,Average,3,4.88,64.31,2,0,0,6.36,69.32,Chicago,Marriott,2,Winter,57,44.58,3.16,59.16,8.81,89.33,0.09
2504,150,Average,4,2.80,84.94,5,0,0,7.55,58.58,Los Angeles,Sheraton,6,Summer,58,49.76,3.08,64.79,9.17,81.10,0.17
2505,193,Average,3,3.20,27.61,1,1,1,6.29,94.28,New York,InterContinental,6,Summer,62,26.03,2.57,81.36,4.02,98.37,0.19
2506,170,Excellent,4,1.03,85.48,2,0,1,5.04,113.31,San Francisco,Hilton,8,Summer,56,96.85,1.44,164.54,8.15,94.34,0.11
2507,150,Good,4,4.24,87.56,4,1,0,5.09,115.56,New York,Marriott,10,Fall,62,101.19,3.34,128.39,2.94,96.18,0.18
2508,140,Poor,3,1.70,49.30,1,1,1,2.75,107.66,San Francisco,Hilton,12,Winter,73,53.08,2.87,87.46,3.31,93.97,0.08
2509,275,Excellent,1,2.53,46.93,1,0,0,3.36,88.69,Los Angeles,Hyatt,1,Winter,67,41.63,3.30,85.45,4.96,86.98,0.15
2510,131,Good,5,2.29,70.96,2,0,1,7.32,114.42,Los Angeles,Hyatt,11,Fall,57,81.19,3.56,106.59,2.68,82.64,0.02
2511,143,Average,3,3.76,69.84,1,1,0,4.51,78.18,New York,Marriott,11,Fall,57,54.60,1.03,89.76,4.33,90.93,0.08
2512,167,Good,3,3.29,74.46,5,1,1,4.56,110.88,Miami,InterContinental,5,Spring,67,82.56,4.47,124.76,4.80,98.27,0.03
2513,153,Average,4,2.53,53.99,5,1,0,2.89,95.45,Chicago,Sheraton,9,Fall,55,51.54,3.29,92.24,8.43,89.90,0.03
2514,145,Poor,3,1.45,39.95,5,1,1,5.65,100.47,Los Angeles,Marriott,9,Fall,54,40.14,3.28,114.63,1.29,75.81,0.00
2515,90,Good,3,3.66,48.05,1,1,0,4.25,86.62,New York,Hilton,6,Summer,57,41.62,3.79,94.97,7.63,84.67,0.17
2516,66,Good,2,1.70,85.98,5,1,0,4.34,95.76,Miami,Hilton,1,Winter,74,82.34,1.64,101.02,8.21,84.94,0.15
2517,234,Good,2,2.54,69.16,5,1,0,5.37,91.41,San Francisco,Hilton,8,Summer,57,63.22,2.52,95.30,9.84,91.44,0.15
2518,137,Excellent,2,1.11,82.83,1,0,1,5.63,94.18,Los Angeles,Marriott,11,Fall,73,78.01,3.52,84.71,5.25,73.84,0.04
2519,125,Excellent,3,2.30,38.16,2,1,1,2.38,123.63,New York,Hilton,11,Fall,67,47.17,3.33,146.37,9.77,86.07,0.11
2520,157,Average,1,2.43,55.99,1,0,0,3.17,73.52,New York,Hilton,5,Spring,58,41.17,3.13,80.06,8.90,87.33,0.11
2521,100,Average,3,4.23,18.25,5,1,0,4.05,71.68,New York,Hyatt,9,Fall,67,13.08,3.75,80.78,6.19,97.40,0.06
2522,158,Average,3,2.40,45.51,3,1,1,5.67,90.44,San Francisco,Hyatt,10,Fall,53,41.15,3.36,106.96,3.54,70.28,0.15
2523,154,Poor,4,1.21,80.28,2,1,0,5.86,112.24,Chicago,InterContinental,2,Winter,56,90.10,2.32,95.78,7.22,88.97,0.09
2524,66,Good,4,4.01,65.86,5,0,0,7.85,83.82,Chicago,Hyatt,3,Spring,63,55.20,1.65,86.09,1.92,89.89,0.11
2525,125,Average,1,1.75,48.26,5,0,0,2.21,87.30,San Francisco,Sheraton,9,Fall,52,42.13,2.44,78.48,3.11,89.31,0.06
2526,178,Good,1,4.89,75.14,4,1,1,1.86,104.57,Los Angeles,Hyatt,7,Summer,62,78.57,3.61,113.84,7.95,73.62,0.14
2527,82,Good,3,1.43,37.58,5,1,0,4.47,97.64,New York,InterContinental,11,Fall,55,36.69,3.89,62.91,9.40,85.36,0.08
2528,177,Average,4,3.61,74.21,2,1,1,5.18,121.19,Chicago,Hyatt,3,Spring,83,89.93,4.39,147.19,4.85,71.03,0.12
2529,132,Excellent,4,3.52,99.00,1,0,0,5.22,105.68,Chicago,Sheraton,7,Summer,62,104.63,3.11,86.98,1.70,86.73,0.18
2530,135,Excellent,4,1.53,33.63,2,1,0,2.01,104.91,New York,Hyatt,10,Fall,72,35.28,2.51,139.73,9.02,78.05,0.03
2531,122,Good,3,2.15,32.79,3,1,1,4.13,89.88,New York,Hyatt,2,Winter,53,29.47,3.96,87.46,3.19,97.90,0.19
2532,130,Good,3,4.36,31.31,2,1,1,1.56,109.82,Chicago,Hyatt,6,Summer,67,34.39,2.31,102.68,6.04,70.48,0.13
2533,114,Average,3,3.07,57.36,2,1,0,5.05,86.11,Miami,Marriott,9,Fall,62,49.39,2.90,122.30,3.94,92.03,0.15
2534,130,Excellent,4,4.95,78.83,4,0,0,2.75,85.84,New York,Marriott,11,Fall,44,67.67,2.85,64.92,4.86,84.45,0.12
2535,241,Average,2,2.07,71.88,1,1,0,7.15,74.56,Miami,Hilton,4,Spring,61,53.59,2.88,97.19,9.57,97.08,0.02
2536,118,Good,2,3.80,67.97,4,1,1,5.15,115.75,Chicago,Hyatt,6,Summer,51,78.67,3.94,100.94,3.10,87.34,0.03
2537,161,Good,4,2.63,62.61,1,0,1,7.10,94.97,Chicago,InterContinental,2,Winter,72,59.46,2.24,110.88,1.94,95.08,0.03
2538,136,Good,1,3.71,39.58,2,0,0,3.78,76.36,Chicago,Marriott,8,Summer,60,30.23,3.47,121.50,1.78,84.13,0.05
2539,119,Good,4,2.18,62.69,5,0,0,2.72,62.26,Los Angeles,InterContinental,2,Winter,62,39.04,2.27,67.31,8.01,84.99,0.05
2540,145,Good,3,4.94,71.50,2,1,0,6.64,91.15,New York,Hilton,1,Winter,54,65.17,2.90,66.95,2.89,87.51,0.07
2541,192,Average,1,4.20,57.48,3,1,1,4.10,107.18,San Francisco,Marriott,2,Winter,69,61.61,4.62,85.95,6.96,88.44,0.08
2542,32,Good,5,1.75,70.54,2,0,1,5.79,112.90,New York,Marriott,6,Summer,52,79.64,2.75,94.21,2.91,74.19,0.11
2543,187,Average,2,2.03,63.81,2,1,1,5.83,96.52,San Francisco,Marriott,1,Winter,62,61.58,2.17,98.43,2.59,99.08,0.12
2544,120,Average,4,2.45,70.38,5,1,0,1.90,86.88,Los Angeles,Sheraton,6,Summer,60,61.14,1.96,83.77,6.24,90.62,0.18
2545,143,Average,2,4.78,61.86,3,1,0,6.76,68.17,Los Angeles,Marriott,10,Fall,55,42.17,1.47,75.08,1.61,79.87,0.05
2546,165,Average,2,4.35,49.20,5,1,0,6.64,91.82,Miami,Marriott,3,Spring,53,45.18,2.76,80.54,2.73,86.96,0.15
2547,146,Good,3,2.10,91.42,3,1,0,7.23,87.81,New York,InterContinental,8,Summer,52,80.27,2.21,56.69,4.75,72.65,0.03
2548,163,Excellent,3,3.03,38.28,1,0,1,5.92,88.66,New York,InterContinental,4,Spring,58,33.94,2.79,87.55,6.87,86.76,0.19
2549,114,Excellent,2,4.69,51.28,5,1,1,4.36,116.18,San Francisco,Marriott,1,Winter,53,59.58,1.10,111.49,2.69,96.63,0.17
2550,132,Excellent,1,3.84,20.30,1,1,1,5.15,100.07,Miami,InterContinental,7,Summer,65,20.31,1.85,124.13,2.86,77.54,0.15
2551,114,Average,4,3.08,84.29,2,1,0,6.83,103.00,Chicago,Marriott,3,Spring,55,86.82,1.65,97.69,3.31,90.02,0.15
2552,118,Poor,2,1.52,40.23,1,0,1,5.05,77.89,New York,Hyatt,10,Fall,64,31.33,3.72,93.62,4.93,83.71,0.20
2553,191,Good,3,1.15,60.75,2,1,1,7.19,111.42,San Francisco,InterContinental,6,Summer,55,67.69,3.77,106.55,2.08,83.45,0.04
2554,162,Poor,2,3.52,93.06,2,1,1,8.98,85.76,Chicago,Marriott,12,Winter,60,79.81,4.43,105.21,2.81,94.94,0.03
2555,143,Excellent,4,4.03,55.15,5,1,0,6.28,85.21,New York,InterContinental,2,Winter,51,46.99,1.61,82.97,9.62,95.17,0.19
2556,133,Average,3,2.22,56.61,5,0,1,2.34,96.25,Los Angeles,Hilton,3,Spring,60,54.49,2.58,70.94,6.06,98.90,0.07
2557,117,Excellent,2,2.36,56.12,1,1,1,3.88,114.65,Miami,Hilton,6,Summer,59,64.34,2.81,93.86,1.86,83.76,0.08
2558,104,Excellent,3,3.78,22.16,1,1,0,3.97,94.62,San Francisco,Hyatt,4,Spring,55,20.97,3.78,148.06,8.99,98.55,0.15
2559,126,Average,3,4.50,44.66,2,1,1,4.56,106.52,Chicago,Hilton,5,Spring,73,47.57,2.85,139.75,5.49,93.01,0.00
2560,118,Good,3,2.22,46.34,5,1,1,5.29,93.40,San Francisco,Hyatt,3,Spring,70,43.29,3.91,99.95,7.11,86.23,0.10
2561,83,Good,2,4.92,78.34,3,0,0,4.57,81.16,Miami,InterContinental,12,Winter,57,63.58,3.85,84.26,2.20,96.77,0.15
2562,88,Poor,4,3.01,15.22,3,0,0,3.49,57.52,San Francisco,Hyatt,10,Fall,62,8.75,1.58,58.86,3.83,70.49,0.14
2563,84,Good,3,4.70,49.14,4,1,1,2.90,106.56,Miami,InterContinental,9,Fall,60,52.37,2.12,86.53,8.60,83.21,0.01
2564,108,Good,4,4.94,37.81,2,1,1,5.67,109.78,Miami,Sheraton,12,Winter,64,41.51,4.12,87.11,6.00,97.77,0.13
2565,150,Excellent,4,2.03,71.89,1,0,0,3.34,99.13,San Francisco,Hyatt,12,Winter,61,71.27,3.37,129.67,7.82,76.61,0.05
2566,37,Average,3,1.03,76.47,1,1,1,4.46,92.61,Miami,Marriott,10,Fall,52,70.81,1.69,96.21,9.35,85.12,0.09
2567,92,Average,2,4.80,25.89,4,0,0,5.01,72.80,Los Angeles,Marriott,8,Summer,59,18.85,3.60,76.96,6.16,80.40,0.20
2568,100,Good,1,2.59,55.30,5,1,1,6.70,98.80,Chicago,Sheraton,8,Summer,58,54.64,1.42,77.94,7.21,85.68,0.03
2569,109,Excellent,3,1.98,41.31,5,1,0,4.40,106.64,Miami,Sheraton,6,Summer,61,44.05,4.07,126.55,2.34,75.01,0.14
2570,165,Excellent,3,3.63,74.20,2,1,0,2.92,99.92,Los Angeles,Sheraton,11,Fall,45,74.14,4.77,102.79,7.94,76.92,0.09
2571,43,Good,3,4.62,75.10,2,0,1,3.04,91.82,Miami,InterContinental,1,Winter,63,68.96,3.60,106.21,1.29,73.61,0.19
2572,98,Average,3,1.22,58.10,3,1,0,1.80,91.26,Los Angeles,Hyatt,8,Summer,69,53.02,2.82,94.11,1.85,94.50,0.09
2573,164,Poor,3,2.02,54.75,3,1,0,6.65,80.04,Los Angeles,Marriott,12,Winter,60,43.82,2.12,63.35,9.47,73.95,0.09
2574,96,Good,4,4.94,88.32,2,1,0,1.45,108.46,Los Angeles,Hilton,10,Fall,49,95.79,3.12,119.19,6.48,77.98,0.17
2575,158,Good,3,3.72,37.63,1,1,0,8.58,104.05,Los Angeles,Hilton,3,Spring,65,39.16,2.45,64.42,8.71,89.95,0.09
2576,128,Excellent,2,1.93,36.77,2,1,0,2.05,98.62,San Francisco,Sheraton,5,Spring,61,36.26,3.77,129.05,7.46,72.22,0.11
2577,133,Poor,4,2.32,89.43,2,1,1,6.19,109.31,Los Angeles,Hilton,4,Spring,56,97.76,3.09,108.59,2.50,71.86,0.06
2578,82,Excellent,2,2.48,84.14,4,1,0,5.71,94.65,San Francisco,Sheraton,4,Spring,57,79.64,2.17,86.07,8.64,82.98,0.18
2579,135,Average,4,4.58,88.25,1,1,0,5.82,76.42,Los Angeles,InterContinental,12,Winter,61,67.43,2.17,49.93,8.10,73.31,0.00
2580,135,Poor,2,4.13,52.63,2,1,0,4.99,81.54,Los Angeles,Hyatt,1,Winter,61,42.91,1.91,79.69,1.05,89.18,0.19
2581,192,Average,4,2.70,77.39,3,0,0,4.07,94.99,New York,Marriott,7,Summer,60,73.51,2.69,98.12,8.97,70.81,0.05
2582,88,Average,3,3.91,29.91,5,1,0,5.53,79.95,Miami,Hilton,4,Spring,61,23.92,2.25,65.47,4.49,83.87,0.10
2583,114,Average,4,3.15,42.21,4,0,0,1.24,74.85,Chicago,Hilton,9,Fall,62,31.59,5.60,94.49,8.71,94.09,0.14
2584,96,Average,1,1.36,58.98,2,1,1,5.00,99.94,San Francisco,Hilton,4,Spring,61,58.94,2.97,115.23,8.21,93.45,0.05
2585,166,Average,5,2.35,100.00,4,0,0,6.00,74.56,New York,Marriott,1,Winter,58,74.56,3.98,80.79,8.34,98.73,0.13
2586,114,Good,4,4.53,46.83,1,1,1,7.60,122.55,San Francisco,Hilton,5,Spring,56,57.39,3.11,90.33,8.99,79.49,0.20
2587,157,Good,4,4.62,45.01,3,1,0,5.87,80.41,Chicago,Hilton,5,Spring,69,36.20,2.89,44.60,3.15,70.66,0.05
2588,198,Good,1,4.53,99.51,4,0,0,-0.77,97.66,Los Angeles,Marriott,3,Spring,52,97.18,4.27,95.06,1.91,75.76,0.12
2589,137,Good,5,2.33,75.31,3,0,0,1.76,86.97,Los Angeles,Hilton,6,Summer,61,65.50,3.56,62.19,3.32,94.72,0.18
2590,131,Poor,2,1.55,80.40,5,1,1,11.32,88.98,Los Angeles,Marriott,8,Summer,69,71.54,1.00,74.33,1.48,80.89,0.12
2591,158,Good,3,3.42,56.39,3,1,1,4.42,109.61,Chicago,Hyatt,4,Spring,48,61.80,4.19,113.31,5.44,79.67,0.15
2592,148,Average,1,1.81,71.52,5,0,1,4.82,79.77,Los Angeles,Sheraton,8,Summer,66,57.05,3.38,89.20,3.24,98.83,0.06
2593,32,Average,2,1.93,37.64,3,1,0,5.01,74.89,Miami,Sheraton,7,Summer,54,28.19,3.93,70.80,1.65,81.81,0.20
2594,168,Average,3,1.81,30.01,2,1,1,4.66,87.91,Miami,Hyatt,4,Spring,67,26.38,5.36,125.72,7.99,78.60,0.09
2595,84,Excellent,4,1.60,68.22,1,0,0,3.72,90.04,San Francisco,Sheraton,7,Summer,62,61.43,3.43,94.57,3.78,88.28,0.14
2596,140,Good,3,1.52,47.94,4,1,0,1.94,90.29,Miami,Marriott,6,Summer,63,43.29,3.44,93.73,2.01,86.88,0.18
2597,124,Good,3,2.68,68.89,4,1,1,3.67,110.39,Chicago,Marriott,2,Winter,67,76.05,2.19,108.04,3.78,78.82,0.03
2598,124,Excellent,3,4.94,65.89,2,1,0,7.29,97.07,Los Angeles,Hyatt,2,Winter,68,63.95,2.85,89.97,9.89,92.02,0.06
2599,212,Average,3,1.29,31.68,2,1,1,2.30,81.64,San Francisco,Hyatt,10,Fall,71,25.86,2.62,106.47,1.48,75.54,0.00
2600,223,Good,3,3.29,52.74,4,1,1,4.71,99.65,San Francisco,InterContinental,8,Summer,71,52.56,5.46,77.32,5.24,83.16,0.05
2601,163,Good,3,1.87,81.96,4,1,1,2.77,132.11,Chicago,InterContinental,6,Summer,62,108.28,4.25,141.05,2.09,98.39,0.01
2602,124,Good,4,3.04,74.46,4,0,0,4.08,77.54,Chicago,Hyatt,1,Winter,58,57.74,1.60,99.66,7.31,98.79,0.04
2603,56,Excellent,2,4.42,56.78,1,1,1,5.39,116.39,Miami,Sheraton,2,Winter,59,66.09,4.09,93.19,9.36,75.02,0.18
2604,122,Average,3,2.19,47.52,4,0,0,2.53,70.75,New York,Marriott,6,Summer,51,33.62,4.15,67.51,6.81,93.23,0.19
2605,171,Excellent,5,3.97,66.08,3,0,1,7.97,111.98,Chicago,Hilton,4,Spring,76,74.00,2.89,112.78,8.52,76.81,0.02
2606,102,Good,4,4.62,100.00,4,1,1,4.43,99.23,San Francisco,InterContinental,6,Summer,65,99.23,2.26,72.88,5.75,87.82,0.09
2607,166,Good,4,2.92,33.23,2,1,1,8.12,102.86,Chicago,InterContinental,2,Winter,78,34.18,2.96,98.89,3.54,72.77,0.18
2608,169,Excellent,4,4.77,62.04,1,1,1,6.23,139.10,Miami,InterContinental,6,Summer,66,86.29,3.33,134.76,4.60,92.91,0.02
2609,80,Average,2,4.03,59.54,5,0,0,4.44,94.74,Chicago,Sheraton,7,Summer,55,56.40,1.23,104.62,6.68,88.25,0.12
2610,178,Average,4,1.60,67.47,1,1,0,8.43,97.37,New York,InterContinental,4,Spring,51,65.69,2.86,65.29,5.28,72.81,0.18
2611,102,Good,4,1.02,89.28,4,1,1,5.93,98.75,Chicago,Hyatt,2,Winter,68,88.16,4.56,93.99,7.88,83.78,0.07
2612,60,Average,2,2.73,43.01,2,0,1,3.46,77.22,San Francisco,Hilton,9,Fall,61,33.21,2.41,78.74,7.35,93.16,0.10
2613,112,Excellent,4,2.04,25.62,4,1,0,2.11,83.37,New York,Hilton,9,Fall,55,21.36,2.22,107.18,9.87,74.86,0.13
2614,133,Good,4,2.17,45.34,3,1,0,5.22,95.00,San Francisco,Hyatt,3,Spring,57,43.08,2.56,60.80,4.16,79.87,0.13
2615,150,Good,4,3.50,57.88,3,1,0,5.42,92.85,Miami,Hyatt,3,Spring,55,53.74,2.97,80.67,4.90,71.62,0.04
2616,57,Good,1,1.70,95.21,4,1,1,2.62,117.23,New York,Sheraton,10,Fall,61,111.62,4.24,110.78,7.63,85.67,0.10
2617,136,Good,5,4.86,81.53,5,1,0,2.79,89.87,San Francisco,Hyatt,9,Fall,60,73.27,3.12,121.06,9.55,94.95,0.12
2618,175,Excellent,5,2.38,57.22,2,0,0,9.15,90.52,New York,Marriott,11,Fall,66,51.80,3.01,99.58,5.97,87.86,0.19
2619,132,Average,3,2.14,79.14,5,0,0,1.46,75.13,Chicago,Marriott,2,Winter,65,59.46,2.25,108.63,2.32,95.19,0.13
2620,217,Average,4,2.00,90.36,5,1,1,3.78,114.57,Miami,InterContinental,2,Winter,57,103.53,4.20,116.86,3.19,76.70,0.06
2621,99,Excellent,3,4.17,50.31,1,0,0,5.66,83.39,Chicago,Hilton,2,Winter,68,41.95,2.21,78.10,6.34,95.69,0.07
2622,31,Average,2,3.73,49.73,5,0,0,6.90,75.11,Chicago,InterContinental,2,Winter,56,37.35,2.97,106.44,8.25,99.70,0.18
2623,155,Average,4,3.79,54.44,5,1,0,4.65,82.30,New York,Marriott,10,Fall,59,44.80,1.00,86.85,6.65,77.28,0.15
2624,97,Good,2,4.99,59.64,4,1,1,2.71,125.37,Los Angeles,Hilton,10,Fall,50,74.77,4.03,121.64,5.05,72.93,0.05
2625,108,Good,3,3.90,64.80,2,1,0,6.68,95.38,New York,Sheraton,9,Fall,66,61.81,3.38,149.72,9.52,71.99,0.04
2626,77,Good,3,3.47,76.49,3,1,1,8.57,98.69,Los Angeles,Hilton,1,Winter,68,75.49,2.46,109.58,1.15,82.75,0.07
2627,141,Good,1,3.59,42.87,5,1,0,3.09,84.09,Miami,Hilton,8,Summer,67,36.04,2.93,68.35,5.67,80.49,0.19
2628,107,Excellent,3,4.20,45.28,4,1,0,5.61,118.31,Los Angeles,Hilton,9,Fall,62,53.57,3.73,120.35,9.67,99.79,0.02
2629,93,Excellent,1,4.85,32.11,2,0,1,5.04,83.41,Chicago,Marriott,2,Winter,54,26.79,4.84,51.84,9.90,71.09,0.07
2630,88,Good,4,2.42,41.90,3,0,0,1.71,94.16,Miami,Hilton,3,Spring,47,39.45,3.71,80.63,1.31,83.48,0.06
2631,69,Good,3,2.83,42.97,3,1,1,6.26,112.06,Chicago,Hilton,9,Fall,62,48.16,2.02,129.95,9.23,84.41,0.09
2632,98,Good,3,2.37,57.34,1,0,0,5.22,69.73,New York,Marriott,6,Summer,84,39.98,2.63,85.70,9.69,94.21,0.16
2633,194,Excellent,4,1.21,43.47,4,1,1,5.94,109.09,New York,Hilton,4,Spring,52,47.42,1.00,103.88,9.64,78.91,0.19
2634,148,Average,4,1.56,56.16,4,0,1,9.76,100.56,Los Angeles,Marriott,2,Winter,71,56.48,4.42,115.11,8.05,83.91,0.02
2635,152,Good,1,2.11,94.46,3,1,1,4.92,117.06,San Francisco,Marriott,1,Winter,46,110.57,1.92,75.90,8.61,74.99,0.08
2636,47,Excellent,2,1.70,89.60,3,1,0,7.31,101.65,Chicago,Hyatt,7,Summer,45,91.09,2.23,108.34,9.90,77.01,0.17
2637,88,Average,2,1.25,33.40,4,1,1,6.94,117.75,New York,InterContinental,6,Summer,51,39.33,3.82,70.06,5.03,91.63,0.02
2638,66,Average,4,3.24,76.32,1,1,1,3.45,118.24,Chicago,Hyatt,1,Winter,64,90.25,3.58,80.38,6.19,75.32,0.15
2639,70,Good,2,4.24,48.36,5,1,1,7.14,100.80,New York,Sheraton,7,Summer,65,48.75,4.36,138.44,7.29,77.58,0.02
2640,106,Good,4,3.68,41.36,3,0,1,4.18,101.80,San Francisco,Marriott,8,Summer,59,42.10,2.88,124.81,6.09,80.42,0.16
2641,120,Good,4,4.55,74.09,1,1,0,3.31,82.44,Los Angeles,InterContinental,1,Winter,54,61.08,2.70,117.06,1.01,75.55,0.20
2642,187,Average,1,4.28,59.46,1,0,1,2.53,91.52,Miami,Hilton,12,Winter,58,54.41,4.04,83.24,8.79,80.74,0.15
2643,93,Average,2,4.74,66.43,3,0,1,0.41,108.97,Miami,Marriott,1,Winter,55,72.39,2.20,117.27,1.31,77.74,0.18
2644,155,Average,3,1.53,83.53,5,1,0,6.39,85.59,Chicago,Sheraton,1,Winter,80,71.50,2.10,119.40,1.66,84.92,0.16
2645,213,Excellent,4,4.63,34.62,4,1,1,3.89,99.87,Los Angeles,Marriott,11,Fall,66,34.58,5.97,47.72,3.15,85.88,0.03
2646,104,Good,3,2.17,41.24,4,1,1,4.88,101.17,Los Angeles,Hyatt,2,Winter,65,41.72,2.63,102.82,8.59,96.73,0.09
2647,47,Average,1,4.11,31.30,3,1,0,1.46,99.10,Miami,Marriott,5,Spring,60,31.02,2.53,90.49,1.36,95.44,0.04
2648,92,Excellent,3,3.01,83.26,5,1,1,5.65,116.83,Chicago,Marriott,12,Winter,58,97.26,4.04,128.77,4.39,74.82,0.13
2649,104,Average,4,3.92,63.26,3,1,1,4.28,96.08,Los Angeles,InterContinental,6,Summer,61,60.78,4.06,92.49,9.84,71.53,0.04
2650,143,Average,1,3.34,46.45,5,1,1,3.88,82.48,New York,InterContinental,2,Winter,50,38.31,3.38,83.30,8.13,89.01,0.00
2651,143,Excellent,5,4.45,53.15,4,1,1,5.80,111.71,Miami,Marriott,2,Winter,65,59.37,3.63,101.43,4.32,92.63,0.14
2652,48,Good,2,1.97,53.34,4,0,1,1.93,100.71,San Francisco,InterContinental,2,Winter,58,53.72,3.02,143.40,1.75,71.02,0.14
2653,77,Average,3,1.88,52.83,5,0,1,4.84,96.59,Miami,Hilton,2,Winter,51,51.03,1.96,106.87,6.02,72.16,0.19
2654,139,Average,2,1.88,49.57,3,1,0,6.20,91.62,Miami,Sheraton,5,Spring,60,45.41,4.14,94.48,9.97,96.58,0.05
2655,115,Poor,1,2.38,43.27,2,1,1,7.41,69.47,New York,Hilton,7,Summer,55,30.06,2.05,94.24,5.63,81.49,0.16
2656,46,Good,4,3.21,70.52,4,1,1,5.50,122.05,Miami,Sheraton,5,Spring,60,86.07,3.41,99.81,7.67,83.20,0.08
2657,139,Good,2,4.79,73.73,1,1,0,3.79,112.65,Chicago,Sheraton,11,Fall,57,83.06,3.40,95.10,8.41,74.61,0.11
2658,187,Excellent,4,3.92,79.30,3,0,1,1.39,93.18,New York,InterContinental,3,Spring,66,73.89,3.82,81.78,4.32,91.41,0.11
2659,166,Average,3,1.07,68.59,2,1,1,4.12,92.94,Los Angeles,Hyatt,9,Fall,54,63.74,2.46,44.06,3.09,75.43,0.13
